站号,站点名称,时间,温度,气压,湿度,风向,风速,降水量,能见度
50936,白城,20240812161300,4.80,1048.80,41.70,237.50,8.60,11.50,36.30
50945,大安,20240812161300,13.50,980.20,20.20,94.90,1.50,0.80,6.10
50948,乾安,20240812161300,1.50,1019.20,75.40,200.10,1.60,1.90,0.60
50949,前郭,20240812161300,14.60,987.60,92.60,129.60,2.40,9.00,1.30
54041,通榆,20240812161300,4.10,998.50,12.50,69.10,2.50,15.40,26.60
54049,长岭,20240812161300,21.40,1028.90,98.10,34.90,4.30,8.40,9.80
54063,扶余,20240812161300,10.90,1003.20,56.00,17.60,7.70,8.60,12.90
54064,农安,20240812161300,4.30,1035.80,58.70,19.20,3.40,9.30,24.00
54142,双辽,20240812161300,30.80,963.50,90.50,20.10,2.00,13.00,9.30
54157,四平,20240812161300,24.80,1037.70,51.10,26.20,1.80,12.50,21.10
54161,长春,20240812161300,31.20,1002.90,20.90,197.30,1.30,10.10,14.90
54165,双阳,20240812161300,14.20,1004.00,93.00,8.80,9.80,7.70,28.00
54171,永吉,20240812161300,13.40,1018.20,17.20,149.50,6.90,11.80,9.60
54181,蛟河,20240812161300,14.20,1006.00,94.10,154.00,8.90,0.50,20.20
54186,敦化,20240812161300,5.80,1015.00,71.30,167.00,3.10,3.40,39.50
54195,汪清,20240812161300,9.60,999.60,59.60,323.90,8.80,0.60,7.90
54260,辽源,20240812161300,8.60,989.50,21.10,272.20,2.90,14.30,21.70
54263,磐石,20240812161300,29.80,971.30,66.60,214.00,7.40,3.90,8.00
54266,梅河口,20240812161300,31.50,966.40,23.40,72.30,6.60,8.70,34.50
54273,桦甸,20240812161300,29.90,1037.40,84.00,89.80,2.20,11.60,13.70
54276,靖宇,20240812161300,11.00,981.40,41.60,284.80,6.10,4.70,37.00
54284,东岗,20240812161300,9.00,956.20,88.80,248.90,7.60,0.60,18.10
54285,二道,20240812161300,20.20,1026.50,36.20,171.70,8.20,1.60,39.30
54286,和龙?,20240812161300,5.00,1039.60,53.80,20.20,7.00,7.10,30.00
54292,延吉,20240812161300,9.40,951.90,88.90,135.40,8.60,7.70,20.20
54363,通化?,20240812161300,9.70,993.60,92.40,63.80,9.80,10.40,32.70
54374,临江,20240812161300,2.60,1017.00,70.80,252.80,3.60,0.20,19.80
54377,集安,20240812161300,2.00,1027.10,64.30,307.00,1.90,0.10,7.20
54386,长白,20240812161300,24.10,996.40,87.20,318.50,8.40,4.10,9.10
58026,邳州,20240812161300,7.00,961.80,84.50,346.90,5.40,4.90,10.70
58027,徐州,20240812161300,15.50,1033.40,18.60,273.10,0.40,4.70,1.20
58038,沭阳,20240812161300,24.20,1026.90,76.20,236.20,9.20,6.50,18.50
58040,赣榆,20240812161300,1.10,1043.80,75.70,305.20,0.30,2.20,23.70
58047,灌云,20240812161300,33.90,1039.50,12.80,316.10,1.40,1.30,23.00
58130,睢宁,20240812161300,17.00,979.50,93.80,347.70,2.90,11.60,16.10
58135,泗洪,20240812161300,8.50,962.30,87.30,267.80,4.50,1.50,19.20
58138,盱眙,20240812161300,3.70,1034.00,77.70,60.10,3.00,2.70,5.30
58141,淮安,20240812161300,8.30,1006.90,14.30,257.20,6.40,9.10,13.30
58143,阜宁,20240812161300,33.00,1019.70,76.40,230.30,9.20,1.40,18.00
58150,射阳,20240812161300,7.30,1003.00,44.10,25.80,0.60,14.60,8.80
58158,大丰,20240812161300,25.10,1045.30,13.30,354.00,4.50,0.20,14.10
58238,南京,20240812161300,17.60,1044.90,69.50,260.90,1.80,15.00,38.20
58241,高邮,20240812161300,23.50,981.30,26.70,131.70,1.00,6.30,2.00
58251,东台,20240812161300,10.40,968.90,55.30,57.90,7.20,9.40,39.00
58252,丹徒,20240812161300,22.80,961.30,43.00,8.10,6.60,2.30,37.30
58255,如皋,20240812161300,26.20,972.60,71.50,48.80,2.70,2.20,29.70
58259,南通,20240812161300,9.80,1015.20,33.10,53.30,6.50,9.10,25.00
58265,吕泗,20240812161300,12.80,993.40,22.30,63.40,2.40,5.60,1.40
58343,常州,20240812161300,24.80,992.20,45.60,212.60,3.50,14.60,15.90
58345,溧阳,20240812161300,10.20,970.20,63.20,281.40,8.00,11.90,10.20
58354,无锡,20240812161300,0.70,956.10,25.10,145.70,6.50,10.30,34.20
58356,昆山,20240812161300,28.30,973.40,39.30,286.30,2.00,4.80,29.70
58358,东山,20240812161300,34.60,1044.40,36.30,244.40,6.60,13.90,12.20
57598,修水,20240812161300,25.40,1005.80,68.10,145.60,6.00,4.60,27.00
57696,宜丰,20240812161300,4.00,966.50,52.40,139.90,7.90,11.50,5.70
57789,莲花,20240812161300,4.60,995.80,49.90,53.10,4.40,6.40,19.40
57793,宜春,20240812161300,21.50,961.20,69.20,121.30,0.80,6.70,5.80
57799,吉安县,20240812161300,32.70,997.90,28.00,358.10,3.70,1.40,23.70
57894,井冈山,20240812161300,4.70,983.20,45.90,28.90,4.90,6.30,8.80
57896,遂川,20240812161300,28.00,971.00,14.50,257.70,6.90,9.70,30.80
57993,赣县,20240812161300,1.50,954.10,35.50,208.20,0.60,1.90,9.60
58506,庐山,20240812161300,31.40,1030.60,80.60,64.10,8.50,15.80,17.40
58507,武宁,20240812161300,32.20,990.40,46.30,7.10,3.60,2.20,31.20
58519,波阳,20240812161300,3.80,1005.70,40.10,151.80,6.80,9.80,4.70
58527,景德镇,20240812161300,13.90,1029.50,20.80,65.40,8.90,12.30,28.90
58600,靖安,20240812161300,29.50,976.20,78.50,56.10,6.80,9.10,35.50
58606,南昌,20240812161300,20.60,982.90,28.10,118.00,3.40,12.50,0.40
58608,樟树,20240812161300,32.20,996.70,91.60,196.00,7.70,15.70,23.10
58622,德兴,20240812161300,19.50,986.80,57.80,48.60,1.50,2.60,34.00
58626,贵溪,20240812161300,30.60,960.10,48.10,230.30,6.30,0.60,6.50
58634,玉山,20240812161300,23.40,990.90,67.20,24.20,9.10,13.30,22.20
58637,上饶,20240812161300,32.70,959.80,12.60,359.90,1.80,9.50,31.20
58705,永丰,20240812161300,14.50,1046.40,24.30,59.20,3.20,5.30,27.80
58715,南城,20240812161300,20.00,986.00,57.00,285.60,1.30,3.20,36.00
58718,南丰,20240812161300,7.70,1037.00,97.70,11.30,3.20,14.10,35.50
58806,宁都,20240812161300,22.30,965.40,12.90,325.20,0.50,6.80,0.30
58813,广昌,20240812161300,22.30,950.30,91.50,97.00,6.70,9.00,31.40
59092,龙南,20240812161300,30.20,1048.40,99.20,220.40,9.60,7.40,26.00
59102,寻乌,20240812161300,5.90,991.80,47.20,183.80,4.10,2.10,30.30
54236,彰武,20240812161300,17.30,970.20,65.80,34.80,0.90,2.00,35.20
54237,阜新,20240812161300,31.40,994.80,75.50,323.70,0.30,14.30,15.90
54243,昌图,20240812161300,2.20,1048.50,57.30,357.40,6.90,13.70,17.80
54254,开原,20240812161300,31.70,958.30,19.10,7.90,0.20,3.50,31.70
54259,清原,20240812161300,34.50,1011.70,47.30,52.00,7.10,11.10,2.00
54324,朝阳,20240812161300,23.00,962.30,17.20,319.40,7.10,11.90,38.30
54326,建平县,20240812161300,2.60,1015.40,99.40,284.90,4.00,0.70,2.30
54333,新民,20240812161300,16.10,968.40,65.40,217.90,2.00,1.70,25.80
54334,义县,20240812161300,17.40,1026.40,72.70,76.90,3.30,9.20,4.10
54335,黑山,20240812161300,0.50,978.40,56.10,53.70,5.90,6.50,13.20
54337,锦州,20240812161300,33.10,956.40,46.70,305.70,1.90,8.20,30.60
54339,鞍山,20240812161300,5.90,978.10,78.20,172.00,1.80,14.80,25.10
54342,沈阳,20240812161300,33.80,1013.70,96.10,331.20,0.10,14.10,8.10
54346,本溪,20240812161300,18.70,1029.30,12.20,259.20,2.90,5.50,28.10
54349,本溪县,20240812161300,13.90,982.00,76.50,267.20,3.60,3.30,12.90
54351,抚顺,20240812161300,15.50,964.70,98.80,236.60,2.80,6.20,3.90
54353,新宾,20240812161300,19.60,1046.20,99.00,288.40,5.10,14.40,19.60
54365,桓仁,20240812161300,15.40,954.50,52.90,319.10,9.00,14.30,13.50
54452,建昌,20240812161300,12.00,993.80,11.70,96.10,1.00,14.20,3.30
54454,绥中,20240812161300,9.70,986.70,51.40,110.20,6.60,13.40,22.10
54455,兴城,20240812161300,4.50,1012.80,56.00,269.30,9.00,10.20,37.80
54470,大洼,20240812161300,4.10,1005.80,22.60,239.80,5.50,14.80,38.90
54471,营口,20240812161300,24.60,1006.30,72.50,171.80,0.20,1.40,23.10
54472,海城,20240812161300,31.40,1012.80,16.40,111.10,4.80,1.00,16.60
54476,熊岳,20240812161300,6.40,968.50,48.70,130.90,1.30,3.90,35.50
54486,岫岩,20240812161300,10.60,1015.30,73.30,224.90,6.40,1.10,24.70
54493,宽甸,20240812161300,11.90,977.10,43.70,161.70,3.50,7.40,8.70
54497,丹东,20240812161300,3.90,986.00,81.80,125.30,8.80,10.20,36.50
54563,瓦房店,20240812161300,3.60,996.50,28.30,35.10,5.00,15.00,1.20
54579,长海,20240812161300,11.50,972.10,46.70,117.10,2.60,9.20,17.30
54584,庄河,20240812161300,19.00,991.60,12.00,31.00,8.70,12.90,32.70
54660,旅顺,20240812161300,12.40,982.30,96.70,106.30,8.30,12.50,26.90
54662,大连,20240812161300,27.40,992.00,33.40,31.20,8.50,2.90,26.30
50425,额尔古纳市,20240812161300,18.50,1023.90,72.80,270.20,1.20,6.70,27.40
50434,图里河,20240812161300,8.80,990.00,29.90,352.90,6.80,9.90,19.10
50514,满洲里,20240812161300,5.70,972.90,57.00,188.20,0.40,3.70,9.70
50527,海拉尔,20240812161300,14.00,962.30,96.60,276.40,4.30,15.20,27.60
50548,小二沟,20240812161300,3.00,1012.10,29.20,91.50,1.20,3.20,36.90
50603,新巴尔虎右旗,20240812161300,27.60,971.90,49.50,206.70,7.10,3.40,34.80
50618,新巴尔虎左旗,20240812161300,8.90,971.40,63.90,309.90,9.50,8.10,18.10
50632,博克图,20240812161300,9.90,1029.90,93.00,263.90,7.40,3.70,15.50
50639,扎兰屯,20240812161300,11.90,1000.10,53.20,194.90,7.50,7.60,1.60
50727,阿尔山,20240812161300,28.90,1044.80,43.70,11.60,1.90,13.30,18.30
50834,索伦,20240812161300,34.10,1002.70,73.10,318.20,9.30,14.20,28.10
50838,乌兰浩特,20240812161300,33.80,988.30,61.40,278.80,3.40,8.50,17.90
50915,东乌珠穆沁,20240812161300,31.00,1049.40,23.50,292.90,4.70,15.90,3.00
50924,霍林郭勒,20240812161300,17.20,1029.50,79.80,266.20,9.50,1.60,37.80
52267,额济纳旗,20240812161300,6.60,976.90,61.30,325.70,4.80,0.40,39.20
52495,巴彦诺尔公,20240812161300,34.20,971.80,27.30,93.00,0.10,0.00,7.00
52576,阿右旗,20240812161300,33.60,958.50,35.00,344.80,3.10,2.50,37.80
53068,二连浩特,20240812161300,32.80,955.60,66.00,120.10,0.30,11.90,21.50
53083,那仁宝力格,20240812161300,4.80,1034.70,54.50,6.40,6.80,1.80,7.40
53149,满都拉气象站,20240812161300,31.60,955.40,96.60,185.80,7.20,13.10,34.10
53192,阿巴嘎旗,20240812161300,32.50,983.10,41.10,256.10,6.80,2.10,1.00
53195,苏尼特左旗,20240812161300,19.90,1009.80,84.00,163.00,5.40,9.20,38.30
53276,朱日和,20240812161300,5.70,1006.30,59.80,350.70,1.00,13.50,32.40
53336,乌拉特中旗,20240812161300,2.80,965.30,79.80,124.70,5.90,1.60,30.50
53352,达茂旗气象局,20240812161300,23.10,995.90,69.80,185.60,4.30,5.00,37.00
53362,四子王,20240812161300,6.30,1037.10,73.20,261.50,2.20,14.40,24.50
53367,希拉穆仁气侯站,20240812161300,7.60,1032.80,92.80,93.40,9.20,5.80,4.10
53391,化德,20240812161300,10.40,977.30,96.50,83.30,7.80,7.50,3.20
53446,包头市气象台,20240812161300,33.70,978.30,88.90,112.00,4.30,0.80,12.80
53463,呼和浩特,20240812161300,18.80,999.80,45.00,50.10,2.10,1.40,31.60
53480,集宁,20240812161300,9.30,1021.00,26.10,282.00,3.90,2.10,10.60
53502,吉兰太,20240812161300,3.10,961.90,29.90,248.50,4.40,1.70,7.00
53513,临河,20240812161300,12.20,1023.20,20.20,341.10,6.80,7.20,8.30
53529,鄂托克旗,20240812161300,1.30,953.20,56.40,310.10,3.00,13.40,0.20
53543,东胜,20240812161300,25.10,980.10,51.90,134.70,1.10,0.00,16.70
53547,乌审召,20240812161300,30.00,1007.40,92.50,263.30,4.50,8.40,31.90
53602,阿拉善左旗,20240812161300,29.00,984.10,54.10,206.40,2.60,15.60,22.80
54012,西乌珠穆沁,20240812161300,34.40,964.00,31.10,340.90,7.20,7.50,11.00
54026,扎鲁特,20240812161300,20.20,994.20,31.20,170.50,4.30,3.10,25.20
54027,巴林左旗,20240812161300,10.40,1036.40,17.10,325.70,9.00,11.60,29.00
54102,锡林浩特,20240812161300,33.50,1017.30,36.10,262.50,6.60,2.30,24.20
54115,林西县,20240812161300,19.40,979.90,52.20,129.00,9.10,1.30,29.90
54134,开鲁,20240812161300,11.30,1006.10,50.90,181.70,5.50,4.20,32.20
54135,通辽,20240812161300,19.80,960.50,42.70,260.40,6.90,9.80,26.10
54208,多伦县,20240812161300,20.90,1014.70,20.40,194.70,7.20,2.50,12.40
54213,翁牛特旗,20240812161300,3.80,982.00,46.60,318.30,7.10,6.80,7.30
54218,赤峰,20240812161300,6.20,1017.40,27.30,312.50,8.70,14.20,9.40
54226,宝国吐,20240812161300,19.20,1015.60,51.70,239.20,6.20,9.60,14.80
53519,惠农,20240812161300,28.30,984.60,21.00,359.50,4.50,6.60,34.20
53612,吴忠,20240812161300,11.70,983.10,36.60,5.60,0.40,14.50,39.10
53614,银川,20240812161300,2.50,962.50,66.40,249.00,9.90,6.90,1.50
53615,陶乐,20240812161300,18.80,1022.40,81.00,103.20,8.00,15.90,22.40
53704,中卫,20240812161300,29.20,1042.70,47.30,237.80,7.30,9.50,37.30
53705,中宁,20240812161300,6.90,990.10,86.70,203.60,8.40,9.30,4.40
53723,盐池,20240812161300,33.80,1017.00,13.50,221.60,9.60,5.20,30.60
53806,海原,20240812161300,34.50,1034.10,57.30,148.60,6.50,1.50,11.80
53810,同心,20240812161300,24.80,1046.60,64.30,4.00,9.30,2.80,37.00
53817,固原,20240812161300,16.70,990.30,44.30,293.80,5.60,5.00,17.40
53903,西吉,20240812161300,24.20,959.60,97.10,3.30,6.60,12.60,24.90
53910,六盘山,20240812161300,11.20,971.00,80.70,11.00,5.20,14.00,34.80
51886,茫崖,20240812161300,1.90,1041.60,66.60,166.70,8.20,4.10,6.00
52602,冷湖,20240812161300,27.80,1012.90,73.00,189.50,8.40,0.60,38.50
52633,托勒,20240812161300,24.20,1018.80,95.90,8.50,3.60,1.00,11.80
52645,野牛沟,20240812161300,5.30,1038.90,71.90,221.70,9.90,10.60,27.90
52657,祁连,20240812161300,15.30,1010.60,52.70,262.50,7.40,5.40,29.20
52707,小灶火,20240812161300,0.90,1010.70,80.40,43.70,3.70,4.70,28.40
52713,大柴旦,20240812161300,32.30,971.30,16.90,246.60,5.30,6.00,10.30
52737,德令哈,20240812161300,24.00,1016.30,17.30,129.30,0.40,9.20,26.20
52754,刚察,20240812161300,20.50,1037.00,64.20,105.90,2.80,0.10,3.60
52765,门源,20240812161300,20.30,1006.70,98.00,156.40,7.50,2.50,35.30
52818,格尔木,20240812161300,11.40,1012.40,98.90,233.70,3.70,1.00,35.50
52825,诺木洪,20240812161300,29.00,1044.20,41.00,208.00,0.50,10.30,12.50
52833,乌兰,20240812161300,21.10,1032.70,78.80,221.70,9.70,0.20,2.80
52836,都兰,20240812161300,22.60,965.50,91.60,218.10,2.30,5.60,9.70
52842,茶卡,20240812161300,25.00,1013.30,60.20,121.40,5.70,3.10,30.30
52856,共和,20240812161300,34.40,1005.30,51.10,33.70,9.50,14.10,36.90
52866,西宁,20240812161300,0.30,985.70,59.50,351.40,8.40,3.50,8.30
52868,贵德,20240812161300,18.40,1036.90,26.30,351.20,2.40,7.90,4.50
52876,民和,20240812161300,24.70,1027.60,64.20,14.90,0.90,6.40,16.30
52908,五道梁,20240812161300,11.70,1038.70,61.90,351.30,4.00,7.00,25.00
52943,兴海,20240812161300,3.50,1015.10,17.20,354.00,0.80,10.70,25.50
52955,贵南,20240812161300,19.50,1015.40,39.00,257.90,2.30,11.40,9.10
52974,同仁,20240812161300,14.70,993.30,23.60,164.70,0.90,7.00,19.60
56004,托托河,20240812161300,27.10,962.60,61.20,3.80,6.50,1.10,30.30
56018,杂多,20240812161300,10.50,961.30,40.60,349.20,1.60,11.80,23.30
56021,曲麻莱,20240812161300,17.70,1019.70,74.00,182.20,5.10,9.00,35.30
56029,玉树,20240812161300,27.40,998.40,74.40,137.30,7.00,13.20,17.20
56033,玛多,20240812161300,2.90,961.40,52.10,100.20,9.20,10.50,19.20
56034,清水河,20240812161300,30.70,1021.60,29.60,11.40,8.10,12.20,35.80
56043,玛沁,20240812161300,34.70,998.00,89.10,357.40,7.70,10.30,19.60
56046,达日,20240812161300,33.00,1036.60,94.90,35.40,5.00,14.50,7.90
56065,河南,20240812161300,22.20,952.90,50.40,120.40,9.50,4.50,20.60
56067,久治,20240812161300,13.70,981.00,69.90,104.40,7.80,1.50,35.80
56125,囊谦,20240812161300,20.90,1014.90,41.70,45.60,8.10,14.00,3.10
56151,班玛,20240812161300,0.80,1029.60,57.90,89.00,6.20,4.10,4.40
54715,陵县,20240812161300,26.40,1027.80,47.50,233.70,6.00,3.90,34.10
54725,惠民,20240812161300,25.50,950.40,44.70,94.30,6.60,6.60,38.70
54727,章丘,20240812161300,34.40,1029.30,59.80,0.30,4.20,8.70,1.20
54744,垦利,20240812161300,7.30,967.90,19.50,153.30,7.50,12.60,2.30
54751,长岛,20240812161300,28.70,950.70,21.90,280.20,3.80,12.70,33.90
54753,龙口,20240812161300,14.80,1042.60,68.00,115.30,8.30,13.90,9.60
54764,福山,20240812161300,5.10,957.80,63.60,34.60,7.10,4.60,30.10
54774,威海,20240812161300,1.60,1035.30,16.50,254.10,3.20,10.00,2.70
54776,成山头,20240812161300,26.00,968.70,40.20,79.70,4.60,13.40,35.10
54808,莘县,20240812161300,13.40,1012.10,84.20,313.40,9.90,15.40,28.80
54823,济南,20240812161300,33.40,995.40,23.60,23.60,3.20,13.20,13.40
54826,泰山,20240812161300,25.50,1015.80,28.70,257.30,6.30,12.50,31.50
54836,沂源,20240812161300,14.80,1011.70,39.40,140.80,0.40,8.80,15.70
54842,平度,20240812161300,25.30,1012.20,60.90,133.90,9.50,6.30,7.40
54843,潍坊,20240812161300,24.70,1007.80,76.20,293.30,3.20,5.80,32.10
54857,青岛,20240812161300,31.60,972.30,40.70,47.10,3.30,7.50,19.70
54863,海阳,20240812161300,29.70,985.20,26.40,149.70,6.90,11.80,10.50
54909,定陶,20240812161300,32.60,970.60,81.40,242.90,8.10,3.50,16.80
54916,兖州,20240812161300,2.80,1047.90,29.40,17.50,5.70,7.60,26.10
54929,费县,20240812161300,9.10,990.70,18.20,265.70,8.20,3.00,28.00
54936,莒县,20240812161300,16.50,963.70,97.70,206.40,4.10,6.10,36.10
54945,日照,20240812161300,26.00,955.10,31.80,53.60,1.00,7.30,16.50
58034,郯城,20240812161300,34.30,976.00,58.60,147.10,3.90,8.00,39.90
53478,右玉,20240812161300,14.80,988.90,46.00,248.90,4.80,7.40,29.80
53487,大同,20240812161300,28.00,963.60,43.10,334.50,2.50,0.00,21.00
53490,天镇,20240812161300,16.60,995.40,12.30,247.70,0.50,6.20,21.30
53564,河曲,20240812161300,16.70,1022.70,73.10,181.00,8.70,0.90,8.20
53578,朔州,20240812161300,7.90,990.10,63.30,52.70,9.00,8.50,16.90
53579,代县,20240812161300,29.00,1033.90,31.90,277.20,7.60,7.00,11.80
53588,五台山,20240812161300,0.10,1041.10,88.00,266.80,6.50,11.50,34.50
53594,灵邱,20240812161300,32.20,979.70,21.00,129.00,2.40,4.10,30.00
53663,五寨,20240812161300,31.20,1011.00,23.40,254.30,1.20,7.90,27.00
53664,兴县,20240812161300,10.40,1006.40,89.10,79.70,0.40,1.10,36.90
53673,原平,20240812161300,28.20,1021.30,83.90,88.50,7.60,11.10,35.30
53687,平定,20240812161300,9.10,992.70,75.00,51.60,2.40,15.30,15.80
53764,离石,20240812161300,10.10,980.60,55.80,186.50,6.90,2.50,0.80
53772,太原,20240812161300,23.30,1036.40,43.00,313.90,2.90,6.20,33.60
53775,太谷,20240812161300,8.50,1048.50,40.60,271.70,9.80,13.70,0.20
53787,榆社,20240812161300,27.50,1026.90,10.80,236.80,4.80,3.00,8.40
53853,隰县,20240812161300,32.20,1007.50,34.20,292.50,8.20,1.30,34.20
53859,吉县,20240812161300,20.10,985.00,35.00,158.40,1.40,13.30,32.30
53863,介休,20240812161300,19.50,985.50,66.00,313.20,4.00,11.80,24.90
53868,临汾,20240812161300,19.00,1011.50,60.40,66.50,3.60,14.40,23.40
53877,安泽,20240812161300,28.40,982.60,67.00,150.90,0.20,11.30,38.60
53882,长治,20240812161300,18.40,1001.80,42.90,28.70,6.80,15.10,27.10
53884,襄坦,20240812161300,23.40,1006.40,39.40,198.20,7.10,0.60,31.40
53959,运城,20240812161300,11.30,977.60,31.60,315.40,4.40,11.20,21.90
53963,侯马,20240812161300,33.20,983.60,70.50,61.70,1.40,3.60,7.80
53968,垣曲,20240812161300,1.60,1008.90,46.40,5.20,5.90,7.30,33.90
53975,阳城,20240812161300,22.70,1007.70,51.00,276.10,4.10,11.70,34.30
57052,永济,20240812161300,1.50,981.50,11.00,112.80,4.40,8.60,23.40
53646,榆林,20240812161300,33.80,969.80,15.40,12.00,8.60,5.90,28.90
53651,神木,20240812161300,30.00,983.50,36.70,261.70,7.60,11.20,22.10
53725,定边,20240812161300,33.50,1047.70,46.10,81.40,5.40,0.30,32.80
53735,靖边,20240812161300,9.80,993.20,42.30,221.30,4.80,11.30,9.30
53738,吴旗,20240812161300,24.40,1045.90,62.80,203.20,0.90,9.40,10.40
53740,横山,20240812161300,9.50,1009.30,39.40,189.60,8.10,15.30,6.50
53754,绥德,20240812161300,20.90,1039.70,18.60,299.70,2.70,7.90,21.10
53845,延安,20240812161300,13.10,1042.30,39.10,18.10,5.50,15.50,34.60
53854,延长,20240812161300,25.50,1020.00,54.00,349.90,1.20,0.00,28.30
53929,长武,20240812161300,7.10,995.40,68.80,91.70,9.90,1.40,1.30
53942,洛川,20240812161300,18.20,1029.90,33.00,254.20,9.70,15.60,33.90
53948,蒲城,20240812161300,7.40,981.60,50.20,305.70,9.10,6.60,3.90
53955,韩城,20240812161300,24.60,991.30,43.70,255.40,1.30,5.70,0.50
57003,陇县,20240812161300,32.50,959.70,98.90,4.70,5.10,14.90,11.60
57025,凤翔,20240812161300,15.30,1021.50,32.90,193.50,1.40,15.90,7.70
57028,太白,20240812161300,31.30,972.70,26.80,103.90,9.50,2.30,4.90
57030,永寿,20240812161300,18.60,1046.90,34.00,278.50,8.20,5.70,13.90
57034,武功,20240812161300,4.70,1045.50,74.40,297.30,0.40,14.50,17.20
57037,耀县,20240812161300,20.80,991.40,58.80,61.10,8.10,12.90,14.60
57046,华山,20240812161300,4.80,1038.00,87.60,166.30,5.90,6.40,30.30
57048,秦都,20240812161300,20.50,961.90,70.40,324.10,4.00,10.40,2.60
57049,华县,20240812161300,22.20,1017.30,71.70,122.20,8.00,13.40,19.50
57106,略阳,20240812161300,13.50,969.90,21.90,24.50,6.60,4.70,5.60
57124,留坝,20240812161300,29.90,1042.80,85.40,274.70,6.00,9.00,1.10
57127,汉中,20240812161300,26.90,952.70,96.60,337.40,4.60,4.20,21.60
57131,泾河,20240812161300,23.70,1031.80,19.40,316.10,9.10,10.40,38.30
57134,佛坪,20240812161300,22.20,1017.80,63.00,120.90,2.90,4.90,25.40
57140,柞水,20240812161300,24.70,950.80,66.20,229.90,3.60,1.60,24.60
57143,商县,20240812161300,24.60,959.90,60.90,231.60,2.60,2.70,4.20
57144,镇安,20240812161300,32.40,1024.90,81.00,156.30,1.90,0.50,27.70
57154,商南,20240812161300,6.10,1016.90,31.20,83.50,9.90,10.30,4.40
57211,宁强,20240812161300,8.00,1024.40,95.00,102.80,5.30,14.40,12.70
57232,石泉,20240812161300,9.10,973.20,42.50,209.00,3.10,0.70,35.80
57238,镇巴,20240812161300,15.90,1001.40,40.00,18.60,1.60,13.10,14.90
57245,安康,20240812161300,33.50,966.80,37.80,29.80,8.90,3.10,33.30
57343,镇坪,20240812161300,9.00,963.40,62.90,72.00,3.00,13.10,10.00
58362,宝山,20240812161300,3.50,989.50,77.90,297.70,8.00,5.70,21.90
56038,石渠,20240812161300,11.30,984.40,67.70,27.30,1.00,4.90,5.90
56079,若尔盖,20240812161300,27.80,1039.20,56.00,151.40,6.00,13.90,16.40
56144,德格,20240812161300,15.10,1003.00,39.80,24.10,1.60,13.90,16.20
56146,甘孜,20240812161300,9.80,1016.30,21.40,93.40,5.80,7.40,26.30
56152,色达,20240812161300,34.00,1015.10,18.20,285.40,4.70,1.90,27.90
56167,道孚,20240812161300,30.70,1024.00,13.80,73.60,3.30,13.00,20.20
56172,马尔康,20240812161300,24.50,1028.90,66.60,144.70,7.10,9.60,8.80
56173,红原,20240812161300,3.70,984.80,10.20,48.60,1.10,9.70,17.20
56178,小金,20240812161300,17.10,1011.10,13.50,261.20,1.40,11.70,26.60
56182,松潘,20240812161300,21.10,962.80,64.50,47.00,6.80,11.50,35.80
56187,温江,20240812161300,30.30,1018.50,96.00,109.90,2.70,7.90,14.60
56188,都江堰,20240812161300,9.80,954.70,73.40,33.80,9.50,3.70,37.60
56196,绵阳,20240812161300,25.60,1035.40,64.80,182.80,1.70,2.30,39.20
56247,巴塘,20240812161300,3.30,995.20,21.00,134.40,8.00,3.50,16.60
56251,新龙,20240812161300,30.00,1004.20,52.50,125.40,7.90,7.70,35.30
56257,理塘,20240812161300,0.60,1016.80,49.90,125.70,1.60,4.50,34.70
56287,雅安,20240812161300,6.30,957.40,82.30,107.00,2.80,2.30,5.00
56357,稻城,20240812161300,19.70,1025.80,39.40,348.00,1.00,4.40,37.60
56374,康定,20240812161300,34.20,1041.10,54.30,214.20,5.30,14.00,14.80
56385,峨眉山,20240812161300,8.40,975.70,55.30,214.30,7.80,2.40,20.00
56386,乐山,20240812161300,24.40,1029.00,69.90,40.90,6.40,2.20,23.10
56459,木里,20240812161300,4.50,1049.70,98.10,164.20,0.70,11.50,32.30
56462,九龙,20240812161300,11.90,993.10,25.10,101.10,4.20,15.40,30.50
56475,越西,20240812161300,34.50,1046.60,45.40,133.20,2.40,5.90,27.50
56479,昭觉,20240812161300,10.40,1006.40,67.50,340.00,5.40,9.40,20.90
56485,雷波,20240812161300,32.00,1004.80,94.10,131.50,9.70,3.40,11.00
56492,宜宾,20240812161300,25.40,1045.00,18.50,307.30,3.30,15.60,3.60
56565,盐源,20240812161300,27.60,1048.30,24.10,2.30,4.90,10.70,15.50
56571,西昌,20240812161300,32.50,1010.70,43.00,97.90,2.30,13.70,37.90
56666,攀枝花,20240812161300,32.90,1033.10,24.10,19.90,3.10,2.20,26.70
56671,会理,20240812161300,13.00,995.60,22.90,298.40,5.80,7.40,0.90
57206,广元,20240812161300,9.20,1040.20,44.50,336.80,3.70,9.90,19.10
57237,万源,20240812161300,8.70,1033.80,39.90,306.40,9.70,8.90,4.40
57306,阆中,20240812161300,7.00,968.70,47.50,294.90,7.00,3.60,30.10
57313,巴中,20240812161300,30.20,1015.00,42.00,243.40,0.70,12.90,21.90
57314,南部,20240812161300,11.70,961.50,88.00,70.90,1.70,9.80,2.90
57328,达县,20240812161300,0.50,996.90,47.30,119.40,0.70,7.20,25.80
57405,遂宁,20240812161300,20.70,950.10,35.40,237.70,4.00,7.00,7.90
