站号,站点名称,时间,温度,气压,湿度,风向,风速,降水量,能见度
50936,白城,20240811155200,28.80,1043.00,40.10,179.30,6.00,9.10,12.60
50945,大安,20240811155200,3.50,1029.50,70.60,299.00,3.90,11.90,39.50
50948,乾安,20240811155200,10.60,1047.60,38.00,313.40,7.90,0.60,0.60
50949,前郭,20240811155200,14.00,983.20,11.30,208.70,3.00,2.90,39.10
54041,通榆,20240811155200,28.00,1014.10,14.10,67.10,2.40,8.20,6.40
54049,长岭,20240811155200,8.40,995.30,39.00,252.10,0.10,1.60,31.10
54063,扶余,20240811155200,19.20,979.60,40.70,189.80,2.40,3.90,23.30
54064,农安,20240811155200,0.30,993.70,89.10,144.30,6.90,0.40,28.20
54142,双辽,20240811155200,5.20,1009.30,87.40,188.40,8.70,5.50,15.50
54157,四平,20240811155200,6.10,975.80,61.90,64.70,6.30,4.20,36.80
54161,长春,20240811155200,16.60,955.80,73.10,200.90,0.60,9.00,25.90
54165,双阳,20240811155200,3.20,962.90,14.40,308.50,6.60,10.80,8.00
54171,永吉,20240811155200,13.80,1029.20,21.50,139.20,3.80,10.90,7.60
54181,蛟河,20240811155200,12.50,1010.40,53.20,98.80,1.40,0.30,3.50
54186,敦化,20240811155200,13.00,986.50,40.30,4.60,7.60,10.60,0.70
54195,汪清,20240811155200,18.40,1037.70,76.70,131.70,0.60,10.30,35.40
54260,辽源,20240811155200,22.50,975.10,18.70,156.50,4.40,6.20,15.70
54263,磐石,20240811155200,3.40,999.10,93.30,341.10,4.70,1.70,39.90
54266,梅河口,20240811155200,31.40,1007.30,73.40,304.40,9.00,6.90,24.20
54273,桦甸,20240811155200,16.60,1047.50,85.00,250.10,5.20,6.90,21.80
54276,靖宇,20240811155200,6.10,983.20,32.40,148.80,8.40,11.10,25.30
54284,东岗,20240811155200,3.00,991.30,71.00,146.60,0.40,3.50,7.70
54285,二道,20240811155200,0.40,966.50,37.60,131.80,3.80,6.20,36.20
54286,和龙?,20240811155200,17.80,955.10,45.60,224.70,2.60,0.60,30.00
54292,延吉,20240811155200,33.10,957.50,67.00,299.40,0.80,3.40,8.20
54363,通化?,20240811155200,34.40,960.60,43.50,167.60,7.10,5.70,34.20
54374,临江,20240811155200,17.60,979.20,91.90,243.20,0.90,9.50,15.00
54377,集安,20240811155200,29.70,965.70,16.40,312.80,6.00,6.00,17.50
54386,长白,20240811155200,18.80,1032.70,42.70,336.90,5.40,9.70,36.30
58026,邳州,20240811155200,16.40,1019.10,19.70,335.80,4.90,9.20,23.40
58027,徐州,20240811155200,17.10,1008.10,17.60,154.90,2.60,6.70,38.10
58038,沭阳,20240811155200,8.50,1014.20,68.30,33.50,5.10,6.70,26.30
58040,赣榆,20240811155200,11.30,1026.70,89.00,280.20,4.60,1.70,17.10
58047,灌云,20240811155200,10.30,1041.40,98.70,56.70,5.70,8.40,27.80
58130,睢宁,20240811155200,5.90,1026.90,11.20,128.00,5.00,0.10,38.10
58135,泗洪,20240811155200,17.80,1028.80,71.40,116.40,8.30,7.70,29.90
58138,盱眙,20240811155200,8.60,984.40,56.20,215.00,6.30,7.20,15.20
58141,淮安,20240811155200,21.20,1022.10,47.50,171.50,3.50,4.20,28.20
58143,阜宁,20240811155200,24.40,1029.90,96.00,140.30,2.00,6.50,23.50
58150,射阳,20240811155200,17.20,951.80,36.80,35.10,0.60,8.20,26.70
58158,大丰,20240811155200,14.10,957.90,46.60,22.80,2.30,4.00,33.00
58238,南京,20240811155200,3.90,1008.40,28.20,0.10,0.50,14.90,11.60
58241,高邮,20240811155200,29.20,1037.20,55.00,203.60,2.30,3.10,19.20
58251,东台,20240811155200,4.30,1038.80,97.90,136.50,0.60,6.80,6.80
58252,丹徒,20240811155200,11.40,953.00,73.50,120.60,1.00,10.10,18.60
58255,如皋,20240811155200,13.50,983.30,41.60,152.40,6.90,15.00,32.50
58259,南通,20240811155200,2.60,1015.90,69.30,261.80,8.30,2.40,20.70
58265,吕泗,20240811155200,25.60,990.70,25.10,100.10,4.70,9.00,31.90
58343,常州,20240811155200,15.30,1037.80,68.70,121.70,0.90,8.30,37.50
58345,溧阳,20240811155200,32.10,987.60,46.10,300.80,6.20,6.90,13.30
58354,无锡,20240811155200,18.10,1043.10,81.00,285.80,9.10,11.60,22.80
58356,昆山,20240811155200,27.40,955.20,43.50,33.30,5.90,6.60,8.60
58358,东山,20240811155200,5.60,1036.90,30.50,341.10,4.70,7.30,18.00
57598,修水,20240811155200,20.80,976.80,95.60,113.10,4.40,10.90,14.00
57696,宜丰,20240811155200,20.80,1015.10,72.50,179.00,8.20,10.70,20.00
57789,莲花,20240811155200,12.30,984.30,42.80,340.00,9.50,6.40,8.50
57793,宜春,20240811155200,5.60,1010.20,77.10,266.40,7.10,4.90,7.50
57799,吉安县,20240811155200,11.90,962.20,10.80,197.90,4.20,12.40,31.10
57894,井冈山,20240811155200,3.80,968.50,20.30,339.70,3.60,14.80,38.70
57896,遂川,20240811155200,27.10,991.50,98.70,94.40,5.90,5.50,29.60
57993,赣县,20240811155200,15.60,1033.10,23.30,311.30,3.40,10.50,17.70
58506,庐山,20240811155200,5.70,1008.60,30.50,262.80,0.80,1.30,20.80
58507,武宁,20240811155200,20.00,1022.90,67.10,118.80,6.60,15.40,13.70
58519,波阳,20240811155200,5.50,1000.20,92.40,2.60,6.90,10.30,12.20
58527,景德镇,20240811155200,32.80,993.10,17.10,328.70,1.40,14.40,0.00
58600,靖安,20240811155200,15.00,986.10,62.90,245.80,4.70,4.60,28.60
58606,南昌,20240811155200,15.70,999.90,84.60,300.90,8.00,3.70,19.80
58608,樟树,20240811155200,24.70,1024.30,83.50,330.20,4.50,9.20,8.00
58622,德兴,20240811155200,26.50,1012.70,90.20,109.50,1.00,9.30,38.20
58626,贵溪,20240811155200,27.50,1033.00,13.40,82.50,9.10,6.40,3.50
58634,玉山,20240811155200,9.10,965.00,47.40,249.80,0.20,8.00,30.80
58637,上饶,20240811155200,8.40,969.00,85.80,298.10,3.30,2.50,23.50
58705,永丰,20240811155200,18.10,1040.90,86.70,244.60,3.70,7.00,29.30
58715,南城,20240811155200,34.90,1049.50,87.60,312.40,7.70,8.20,30.20
58718,南丰,20240811155200,1.90,1007.80,28.90,21.20,8.10,0.30,31.00
58806,宁都,20240811155200,8.30,953.60,27.00,181.70,2.60,6.80,35.10
58813,广昌,20240811155200,16.10,1022.60,53.80,64.20,3.50,8.60,28.80
59092,龙南,20240811155200,17.40,952.80,53.40,42.40,7.50,4.20,30.00
59102,寻乌,20240811155200,30.30,982.40,55.40,327.40,0.30,7.60,28.60
54236,彰武,20240811155200,18.40,985.90,89.60,101.90,4.70,15.90,38.80
54237,阜新,20240811155200,22.30,1044.70,69.10,348.50,7.30,3.00,7.90
54243,昌图,20240811155200,21.10,968.80,22.00,198.50,1.60,5.40,36.10
54254,开原,20240811155200,4.10,971.60,81.40,249.60,9.20,12.80,17.00
54259,清原,20240811155200,34.50,986.40,35.60,153.10,7.60,12.50,10.20
54324,朝阳,20240811155200,32.30,1022.40,19.10,274.90,2.30,9.40,18.60
54326,建平县,20240811155200,29.90,1006.40,66.50,186.20,5.20,2.50,24.70
54333,新民,20240811155200,2.00,973.90,16.10,86.40,0.70,13.50,16.00
54334,义县,20240811155200,20.00,1019.50,28.30,304.70,6.00,9.90,13.10
54335,黑山,20240811155200,33.80,979.60,18.50,166.30,7.20,11.60,1.20
54337,锦州,20240811155200,14.80,1046.30,89.80,39.70,2.70,9.60,25.90
54339,鞍山,20240811155200,8.20,1005.30,85.80,350.40,9.30,1.10,36.80
54342,沈阳,20240811155200,10.20,1044.60,68.10,200.40,4.20,12.40,20.40
54346,本溪,20240811155200,5.40,955.50,83.50,209.40,5.20,12.00,15.70
54349,本溪县,20240811155200,7.60,1024.90,17.00,202.40,1.20,0.00,37.30
54351,抚顺,20240811155200,34.10,1038.80,38.40,177.50,4.20,8.30,8.00
54353,新宾,20240811155200,23.70,991.40,80.00,13.90,1.30,0.10,9.60
54365,桓仁,20240811155200,0.70,954.50,20.00,231.30,5.30,7.50,0.70
54452,建昌,20240811155200,0.50,960.70,21.60,28.10,0.80,4.60,25.80
54454,绥中,20240811155200,32.00,965.90,43.10,246.40,4.70,1.60,23.90
54455,兴城,20240811155200,19.10,1035.90,67.10,82.80,2.50,3.20,12.00
54470,大洼,20240811155200,24.00,1045.30,61.60,114.90,5.10,3.60,26.20
54471,营口,20240811155200,10.40,980.30,82.10,76.10,1.00,1.80,19.40
54472,海城,20240811155200,1.90,1027.60,85.20,189.10,3.50,4.40,30.70
54476,熊岳,20240811155200,28.50,1000.00,64.70,317.60,1.10,13.00,35.70
54486,岫岩,20240811155200,23.80,954.20,67.70,177.90,4.80,13.30,8.00
54493,宽甸,20240811155200,29.90,966.10,24.30,65.50,6.40,11.60,21.60
54497,丹东,20240811155200,17.60,955.40,81.00,359.70,3.10,1.50,28.90
54563,瓦房店,20240811155200,6.80,1039.90,14.80,200.50,9.90,8.70,33.40
54579,长海,20240811155200,11.20,951.80,39.10,135.00,6.00,8.00,28.10
54584,庄河,20240811155200,25.80,991.30,86.20,105.90,7.40,9.70,11.40
54660,旅顺,20240811155200,29.00,1047.30,58.20,281.60,2.80,0.50,1.40
54662,大连,20240811155200,11.10,996.00,35.50,268.10,1.10,0.30,23.90
50425,额尔古纳市,20240811155200,31.20,975.10,17.30,132.40,2.10,9.60,22.60
50434,图里河,20240811155200,8.10,1023.60,60.80,24.20,4.90,2.20,10.10
50514,满洲里,20240811155200,12.50,957.90,46.80,346.50,0.40,8.20,28.10
50527,海拉尔,20240811155200,13.40,1009.90,19.50,359.50,1.10,2.20,22.90
50548,小二沟,20240811155200,12.20,980.60,36.80,38.40,0.90,0.10,6.00
50603,新巴尔虎右旗,20240811155200,28.00,1035.70,98.70,356.30,4.50,7.50,20.50
50618,新巴尔虎左旗,20240811155200,24.40,1046.90,75.90,12.10,4.80,5.90,38.60
50632,博克图,20240811155200,30.20,1008.10,11.90,98.90,8.10,14.70,18.40
50639,扎兰屯,20240811155200,14.20,966.90,26.50,346.70,2.70,11.30,25.10
50727,阿尔山,20240811155200,3.60,972.60,31.20,41.80,3.50,15.10,38.20
50834,索伦,20240811155200,23.00,1024.60,68.70,122.60,6.70,4.60,14.70
50838,乌兰浩特,20240811155200,26.70,1012.50,58.50,267.10,5.90,1.70,6.00
50915,东乌珠穆沁,20240811155200,4.20,997.60,29.70,343.60,4.50,0.20,10.30
50924,霍林郭勒,20240811155200,32.50,1044.80,10.70,311.30,7.40,1.10,33.20
52267,额济纳旗,20240811155200,26.20,962.20,41.40,89.40,2.00,5.30,12.10
52495,巴彦诺尔公,20240811155200,18.70,1020.00,92.00,275.40,7.70,1.80,22.50
52576,阿右旗,20240811155200,18.80,1021.50,18.60,48.00,9.10,8.30,31.70
53068,二连浩特,20240811155200,33.80,1029.70,12.00,141.30,4.50,3.90,12.70
53083,那仁宝力格,20240811155200,22.20,975.00,11.10,218.60,7.20,0.50,28.00
53149,满都拉气象站,20240811155200,29.20,1027.80,85.30,83.10,3.00,1.40,38.50
53192,阿巴嘎旗,20240811155200,21.00,1013.20,16.30,4.80,9.90,8.10,12.90
53195,苏尼特左旗,20240811155200,4.20,978.40,99.80,3.00,3.30,13.00,19.60
53276,朱日和,20240811155200,12.90,1015.00,77.50,245.10,0.00,4.60,23.70
53336,乌拉特中旗,20240811155200,27.50,1026.30,66.90,96.90,9.30,10.30,20.10
53352,达茂旗气象局,20240811155200,27.60,969.70,13.80,333.60,8.10,14.10,13.60
53362,四子王,20240811155200,3.20,960.20,51.70,227.40,3.80,5.50,25.60
53367,希拉穆仁气侯站,20240811155200,12.20,963.80,40.40,35.10,8.80,11.90,35.40
53391,化德,20240811155200,19.00,1021.70,44.30,86.50,3.20,5.20,23.50
53446,包头市气象台,20240811155200,27.60,988.70,18.80,40.20,8.40,4.60,9.00
53463,呼和浩特,20240811155200,31.70,952.80,17.80,34.90,3.00,7.60,17.50
53480,集宁,20240811155200,11.90,966.30,63.20,79.30,0.10,3.60,34.40
53502,吉兰太,20240811155200,9.10,1016.80,55.00,168.20,3.70,15.30,9.90
53513,临河,20240811155200,22.00,985.70,98.60,4.80,4.50,11.40,0.20
53529,鄂托克旗,20240811155200,18.10,950.10,79.20,155.10,2.90,11.00,30.00
53543,东胜,20240811155200,1.10,1031.80,22.80,333.20,8.20,6.00,12.50
53547,乌审召,20240811155200,13.50,1014.80,86.90,247.70,6.80,11.10,15.90
53602,阿拉善左旗,20240811155200,0.60,976.40,55.80,277.60,7.40,6.50,37.60
54012,西乌珠穆沁,20240811155200,32.10,1047.10,77.80,15.20,7.20,10.20,10.30
54026,扎鲁特,20240811155200,20.10,994.40,15.60,226.50,6.30,14.40,39.70
54027,巴林左旗,20240811155200,29.70,1009.60,87.50,343.20,4.40,1.60,26.10
54102,锡林浩特,20240811155200,11.30,1026.80,32.00,47.10,8.40,15.10,39.90
54115,林西县,20240811155200,15.80,962.80,87.50,242.90,9.90,3.30,13.40
54134,开鲁,20240811155200,17.40,962.70,88.90,297.70,7.10,6.50,4.20
54135,通辽,20240811155200,13.60,1018.10,19.20,298.30,7.70,6.70,36.80
54208,多伦县,20240811155200,7.40,1046.30,82.90,233.90,3.10,4.20,1.00
54213,翁牛特旗,20240811155200,16.60,973.30,80.90,122.60,1.30,1.60,0.80
54218,赤峰,20240811155200,21.40,974.10,14.20,118.80,6.80,12.30,16.60
54226,宝国吐,20240811155200,28.90,1032.90,50.80,12.60,6.20,7.20,26.10
53519,惠农,20240811155200,4.00,1011.90,72.90,216.60,8.30,5.90,10.50
53612,吴忠,20240811155200,16.40,1011.30,26.70,158.20,4.60,2.80,0.90
53614,银川,20240811155200,6.10,1046.40,36.90,307.50,5.70,11.10,26.40
53615,陶乐,20240811155200,12.50,984.60,48.20,21.60,2.70,14.20,29.40
53704,中卫,20240811155200,4.00,1019.50,95.60,88.20,1.40,1.70,24.80
53705,中宁,20240811155200,14.70,1044.80,45.30,336.40,6.10,13.20,9.80
53723,盐池,20240811155200,25.90,1010.00,70.70,327.00,6.40,7.60,29.80
53806,海原,20240811155200,7.10,1043.90,86.20,39.80,3.80,9.60,21.40
53810,同心,20240811155200,21.50,973.80,26.10,155.50,3.30,0.90,3.70
53817,固原,20240811155200,30.00,1040.60,23.70,309.70,0.70,3.00,1.30
53903,西吉,20240811155200,11.80,1006.20,81.20,168.00,1.40,1.10,10.20
53910,六盘山,20240811155200,13.00,950.00,70.00,90.30,9.10,3.40,10.10
51886,茫崖,20240811155200,27.90,1011.00,26.80,269.50,4.90,0.90,25.00
52602,冷湖,20240811155200,8.40,975.00,54.00,273.40,5.60,7.70,18.40
52633,托勒,20240811155200,1.50,1012.00,79.70,183.60,3.40,10.10,31.60
52645,野牛沟,20240811155200,4.90,973.30,51.80,247.90,3.30,9.90,18.30
52657,祁连,20240811155200,2.40,1023.30,33.60,45.40,9.60,13.60,34.90
52707,小灶火,20240811155200,29.50,1008.50,35.10,83.10,3.50,15.10,36.60
52713,大柴旦,20240811155200,34.40,1032.10,55.00,345.90,4.10,5.90,9.50
52737,德令哈,20240811155200,32.50,966.10,86.30,57.60,9.40,14.20,25.60
52754,刚察,20240811155200,22.90,1005.30,29.10,50.30,3.80,1.90,10.90
52765,门源,20240811155200,18.40,1013.60,71.00,343.10,7.30,8.20,26.30
52818,格尔木,20240811155200,1.10,960.50,78.10,230.50,7.80,4.30,11.60
52825,诺木洪,20240811155200,11.90,963.40,46.40,204.70,9.50,12.70,17.50
52833,乌兰,20240811155200,4.10,1016.10,43.10,157.20,6.60,13.40,2.80
52836,都兰,20240811155200,0.50,1005.40,53.70,33.90,4.20,6.80,17.10
52842,茶卡,20240811155200,26.50,1036.20,98.60,67.60,1.90,0.70,18.10
52856,共和,20240811155200,9.80,970.20,85.00,306.90,3.60,1.40,26.80
52866,西宁,20240811155200,18.40,1019.30,74.40,122.50,0.70,2.70,35.00
52868,贵德,20240811155200,27.30,990.20,57.80,167.80,0.80,11.50,1.80
52876,民和,20240811155200,0.20,1011.50,54.10,51.70,2.90,15.90,39.40
52908,五道梁,20240811155200,24.90,1049.80,72.70,349.90,0.00,5.70,16.80
52943,兴海,20240811155200,8.60,984.30,18.90,347.20,8.90,11.30,29.80
52955,贵南,20240811155200,14.60,1036.00,44.80,96.90,1.40,1.80,20.00
52974,同仁,20240811155200,22.40,999.30,37.00,287.60,6.10,7.10,19.40
56004,托托河,20240811155200,19.00,1044.20,24.00,203.90,4.00,2.70,29.00
56018,杂多,20240811155200,24.00,1009.70,61.10,222.80,9.20,8.00,10.10
56021,曲麻莱,20240811155200,3.10,973.30,65.10,132.90,4.50,7.10,25.10
56029,玉树,20240811155200,26.00,962.90,65.10,13.40,2.20,6.10,16.30
56033,玛多,20240811155200,23.50,1018.40,25.70,192.60,2.60,4.90,31.70
56034,清水河,20240811155200,11.60,1001.60,70.80,5.80,6.50,13.90,28.60
56043,玛沁,20240811155200,15.80,1047.10,88.70,343.90,0.40,13.00,32.10
56046,达日,20240811155200,4.90,1014.10,97.20,26.10,7.00,6.30,34.80
56065,河南,20240811155200,4.50,994.40,91.10,278.00,8.00,10.00,25.80
56067,久治,20240811155200,15.60,1036.90,77.60,302.40,3.70,1.60,28.20
56125,囊谦,20240811155200,15.30,980.70,12.00,56.10,7.80,6.00,35.20
56151,班玛,20240811155200,3.40,985.00,87.30,23.50,9.20,12.50,9.70
54715,陵县,20240811155200,26.40,1012.00,14.50,321.10,1.60,2.80,34.40
54725,惠民,20240811155200,14.60,998.00,10.20,75.40,4.90,1.00,17.80
54727,章丘,20240811155200,18.80,1016.60,71.20,284.10,2.50,13.30,15.40
54744,垦利,20240811155200,10.30,969.30,45.90,18.90,4.30,1.20,2.50
54751,长岛,20240811155200,23.70,1003.00,17.40,280.20,5.00,7.10,1.30
54753,龙口,20240811155200,21.70,1027.90,45.70,181.50,5.90,11.20,17.00
54764,福山,20240811155200,26.00,994.20,14.80,159.80,0.90,12.10,39.20
54774,威海,20240811155200,33.60,954.60,84.60,239.00,3.90,7.70,13.10
54776,成山头,20240811155200,28.20,1034.20,45.60,327.00,7.20,10.20,2.40
54808,莘县,20240811155200,22.40,975.30,58.90,279.30,3.20,2.70,20.90
54823,济南,20240811155200,4.30,971.10,13.10,55.50,5.30,15.10,15.40
54826,泰山,20240811155200,6.40,1024.40,49.80,10.10,9.00,3.60,4.30
54836,沂源,20240811155200,12.90,1005.40,77.40,81.20,9.60,12.30,3.40
54842,平度,20240811155200,12.00,956.50,45.80,39.40,1.90,12.70,34.00
54843,潍坊,20240811155200,0.30,984.60,74.90,169.90,5.70,0.00,25.40
54857,青岛,20240811155200,11.30,1041.10,96.00,227.70,5.60,5.80,33.00
54863,海阳,20240811155200,29.80,975.50,57.30,262.80,6.10,2.00,19.20
54909,定陶,20240811155200,10.70,963.50,52.60,327.70,0.00,7.60,2.30
54916,兖州,20240811155200,22.10,998.30,76.30,212.70,8.20,14.40,17.80
54929,费县,20240811155200,28.90,999.60,83.20,130.20,6.00,10.50,33.20
54936,莒县,20240811155200,11.60,1030.30,76.20,136.60,1.00,10.80,39.40
54945,日照,20240811155200,12.10,1014.00,38.60,8.00,7.50,9.20,15.70
58034,郯城,20240811155200,7.70,1010.00,93.30,235.10,8.40,1.60,7.80
53478,右玉,20240811155200,6.60,1046.10,40.80,75.70,5.70,0.00,1.20
53487,大同,20240811155200,31.90,963.70,49.60,93.70,4.10,3.00,30.40
53490,天镇,20240811155200,30.30,999.80,99.80,342.70,3.80,8.50,30.70
53564,河曲,20240811155200,16.50,974.90,66.50,119.30,5.00,11.80,34.40
53578,朔州,20240811155200,28.60,1034.60,97.40,290.40,5.90,10.20,1.30
53579,代县,20240811155200,1.90,1007.40,52.50,353.80,1.20,3.30,7.60
53588,五台山,20240811155200,10.50,1048.40,58.00,290.80,3.40,3.80,33.50
53594,灵邱,20240811155200,2.30,961.50,99.50,63.80,1.70,2.00,18.30
53663,五寨,20240811155200,11.70,971.00,12.70,160.50,0.80,2.10,10.90
53664,兴县,20240811155200,31.80,958.30,22.20,193.70,5.80,2.00,27.50
53673,原平,20240811155200,32.20,1022.50,15.10,212.70,0.90,4.30,18.70
53687,平定,20240811155200,4.40,966.20,77.50,166.90,2.90,11.00,25.90
53764,离石,20240811155200,14.60,1018.20,74.30,211.30,9.20,1.00,11.80
53772,太原,20240811155200,5.00,1012.40,27.90,122.00,0.70,9.40,35.70
53775,太谷,20240811155200,11.70,1020.60,68.50,223.90,3.10,0.80,31.80
53787,榆社,20240811155200,19.10,1007.20,60.60,223.70,8.60,10.10,30.60
53853,隰县,20240811155200,1.50,955.10,11.70,281.40,8.50,0.00,12.70
53859,吉县,20240811155200,27.70,1018.30,69.80,42.90,0.70,8.90,0.20
53863,介休,20240811155200,16.60,988.30,51.10,48.40,8.90,9.60,27.50
53868,临汾,20240811155200,17.10,983.70,99.40,1.40,6.10,14.00,25.10
53877,安泽,20240811155200,4.90,1033.30,90.90,176.60,3.60,14.60,18.00
53882,长治,20240811155200,32.10,988.70,60.80,345.00,7.00,5.80,23.10
53884,襄坦,20240811155200,17.90,1023.90,33.30,9.50,2.30,6.50,17.90
53959,运城,20240811155200,6.40,1049.30,80.70,123.70,8.20,12.10,5.10
53963,侯马,20240811155200,34.30,1035.30,90.20,39.40,3.80,12.30,16.10
53968,垣曲,20240811155200,7.40,969.00,54.10,94.70,7.70,12.10,34.90
53975,阳城,20240811155200,24.90,995.90,38.00,112.80,9.90,4.60,2.30
57052,永济,20240811155200,7.40,1041.10,15.50,39.00,5.60,8.20,2.80
53646,榆林,20240811155200,33.90,1041.50,27.90,43.40,2.00,9.40,2.90
53651,神木,20240811155200,15.80,999.70,39.00,358.40,8.70,5.10,8.30
53725,定边,20240811155200,1.60,1023.30,13.20,176.70,4.40,13.20,9.50
53735,靖边,20240811155200,24.50,987.80,67.10,132.10,4.10,1.80,11.20
53738,吴旗,20240811155200,4.80,984.00,74.00,258.90,0.70,13.90,22.30
53740,横山,20240811155200,7.70,1040.50,40.40,88.50,5.50,10.60,2.10
53754,绥德,20240811155200,9.20,977.80,20.40,21.10,6.30,5.60,37.80
53845,延安,20240811155200,15.90,960.00,52.60,275.50,7.90,1.70,2.80
53854,延长,20240811155200,17.20,1037.50,54.00,152.20,6.70,12.00,11.10
53929,长武,20240811155200,22.40,1035.20,98.70,210.10,0.90,12.30,13.80
53942,洛川,20240811155200,31.40,989.00,51.10,45.90,6.80,5.50,27.00
53948,蒲城,20240811155200,28.30,960.30,94.80,284.20,0.30,14.60,34.90
53955,韩城,20240811155200,33.40,1002.30,87.80,170.70,5.00,7.00,2.90
57003,陇县,20240811155200,31.70,985.10,24.10,264.30,5.50,6.00,29.60
57025,凤翔,20240811155200,6.40,972.30,78.60,248.10,1.30,1.70,14.00
57028,太白,20240811155200,13.30,1021.20,11.00,321.60,6.70,5.00,1.10
57030,永寿,20240811155200,22.10,1013.70,16.00,260.50,1.20,5.00,31.20
57034,武功,20240811155200,1.30,1046.10,49.40,153.20,6.40,14.70,17.60
57037,耀县,20240811155200,2.10,966.70,97.20,18.70,4.20,13.90,26.80
57046,华山,20240811155200,15.60,1040.80,30.80,234.10,7.30,5.00,35.80
57048,秦都,20240811155200,4.00,1023.30,12.10,131.10,2.20,12.10,26.90
57049,华县,20240811155200,28.60,982.40,33.30,160.10,3.70,2.70,33.40
57106,略阳,20240811155200,0.10,951.40,26.20,327.20,3.30,5.40,25.90
57124,留坝,20240811155200,32.60,1044.50,88.00,178.40,5.40,12.00,12.50
57127,汉中,20240811155200,32.90,1046.30,83.50,31.90,9.60,3.60,3.10
57131,泾河,20240811155200,32.00,969.00,30.00,175.60,1.40,6.50,15.80
57134,佛坪,20240811155200,10.10,951.30,34.40,220.40,7.90,10.60,27.60
57140,柞水,20240811155200,31.30,1029.20,98.70,334.10,3.80,11.90,32.50
57143,商县,20240811155200,9.40,1026.00,40.20,312.30,2.30,3.80,19.40
57144,镇安,20240811155200,22.10,1049.40,72.50,34.10,8.40,15.70,4.90
57154,商南,20240811155200,0.00,956.30,25.90,355.30,2.80,4.30,15.70
57211,宁强,20240811155200,10.70,1036.10,58.50,307.20,5.40,2.50,1.30
57232,石泉,20240811155200,14.20,984.40,89.00,168.80,0.40,5.30,36.30
57238,镇巴,20240811155200,27.90,978.30,35.70,335.00,7.70,9.50,4.30
57245,安康,20240811155200,21.40,986.40,64.50,326.40,2.70,12.40,1.80
57343,镇坪,20240811155200,5.70,966.00,12.70,356.70,2.10,3.30,23.90
58362,宝山,20240811155200,7.50,959.00,60.50,101.90,3.40,12.70,25.90
56038,石渠,20240811155200,14.10,979.20,52.20,47.00,7.50,9.20,17.30
56079,若尔盖,20240811155200,25.50,1036.70,51.60,281.90,8.30,2.10,3.50
56144,德格,20240811155200,16.10,1011.80,50.50,97.00,7.80,5.30,13.70
56146,甘孜,20240811155200,14.90,1049.80,52.90,122.70,8.80,0.60,24.60
56152,色达,20240811155200,12.20,1023.30,60.60,216.50,7.80,12.00,23.60
56167,道孚,20240811155200,20.30,1046.40,30.90,211.00,3.10,14.50,12.90
56172,马尔康,20240811155200,6.50,993.90,41.70,37.80,5.70,4.20,10.00
56173,红原,20240811155200,23.70,975.50,63.80,218.60,0.50,3.90,21.30
56178,小金,20240811155200,24.30,970.50,41.20,76.80,3.80,7.00,13.30
56182,松潘,20240811155200,21.60,965.00,32.10,82.20,6.70,1.00,13.20
56187,温江,20240811155200,29.80,1000.80,81.40,66.50,9.90,9.10,19.50
56188,都江堰,20240811155200,25.60,1010.50,84.80,254.30,1.30,11.80,28.10
56196,绵阳,20240811155200,26.80,1045.70,24.70,326.40,6.20,9.10,3.20
56247,巴塘,20240811155200,20.20,978.10,81.70,92.10,8.30,11.90,9.50
56251,新龙,20240811155200,20.00,1022.10,37.90,330.10,8.10,7.30,31.80
56257,理塘,20240811155200,8.00,957.60,71.40,258.80,8.20,7.40,28.30
56287,雅安,20240811155200,4.50,985.20,16.50,226.50,0.90,8.40,32.90
56357,稻城,20240811155200,17.30,1007.50,71.30,27.50,5.60,11.10,34.80
56374,康定,20240811155200,3.90,1032.20,44.30,344.20,4.30,9.50,34.30
56385,峨眉山,20240811155200,12.50,986.80,96.10,0.50,9.70,8.70,14.60
56386,乐山,20240811155200,23.10,994.10,72.90,27.80,9.30,14.60,14.30
56459,木里,20240811155200,25.40,1041.00,12.50,147.70,8.50,9.80,10.50
56462,九龙,20240811155200,14.30,1046.90,50.50,48.50,9.10,0.10,32.70
56475,越西,20240811155200,13.70,1047.60,87.00,181.20,9.60,0.30,16.90
56479,昭觉,20240811155200,24.50,971.10,11.50,127.60,0.40,5.70,35.40
56485,雷波,20240811155200,15.00,954.30,65.00,300.40,5.40,15.50,3.40
56492,宜宾,20240811155200,29.10,1031.30,19.10,108.50,3.50,9.60,37.00
56565,盐源,20240811155200,12.80,1019.70,24.90,216.50,2.50,7.10,32.90
56571,西昌,20240811155200,22.20,1025.40,65.10,316.70,1.70,15.80,39.60
56666,攀枝花,20240811155200,27.20,951.50,75.00,342.40,5.90,0.00,2.80
56671,会理,20240811155200,1.50,977.50,31.40,55.60,4.10,10.50,39.30
57206,广元,20240811155200,27.60,985.40,71.50,305.40,0.30,0.40,37.20
57237,万源,20240811155200,22.90,1033.50,45.30,210.30,9.00,14.40,2.20
57306,阆中,20240811155200,0.90,992.30,91.80,273.30,9.00,0.10,15.70
57313,巴中,20240811155200,24.90,1017.30,13.80,196.60,0.10,15.20,7.50
57314,南部,20240811155200,19.20,991.00,76.80,227.00,6.40,14.40,7.60
57328,达县,20240811155200,11.70,1004.80,84.80,59.60,8.40,6.20,25.10
57405,遂宁,20240811155200,7.60,985.80,97.40,153.70,8.10,8.40,27.10
